0.000000	0.000000
30.000000	8.250000
60.000000	16.500000
90.000000	24.750000
120.000000	33.000000
150.000000	35.247754
180.000000	35.525555
210.000000	33.500669
240.000000	35.709293
270.000000	33.315372
300.000000	35.235279
330.000000	35.188116
360.000000	35.152409
390.000000	33.400295
420.000000	34.337367
450.000000	34.526362
480.000000	34.591471
510.000000	35.579151
540.000000	35.033175
570.000000	35.417515
600.000000	34.593729
630.000000	35.867688
660.000000	33.200031
690.000000	34.624554
720.000000	33.844981
750.000000	34.442701
780.000000	35.054591
810.000000	33.624775
840.000000	34.824483
870.000000	33.978529
900.000000	35.642542
930.000000	33.400184
960.000000	33.307223
990.000000	35.877351
1020.000000	33.458706
1050.000000	33.457614
1080.000000	33.466658
1110.000000	33.268708
1140.000000	34.363274
1170.000000	35.006687
1200.000000	35.493905
1230.000000	35.370705
1260.000000	35.138133
1290.000000	34.417793
1320.000000	35.125764
1350.000000	35.874178
1380.000000	34.517327
1410.000000	33.915159
1440.000000	35.369434
1470.000000	33.709161
1500.000000	33.702908
1530.000000	34.394098
1560.000000	34.858160
1590.000000	34.845988
1620.000000	33.367872
1650.000000	33.371381
1680.000000	33.853377
1710.000000	35.207198
1740.000000	34.233924
1770.000000	35.486946
1800.000000	35.805342
1830.000000	34.197200
1860.000000	33.156634
1890.000000	34.713558
1920.000000	35.243010
1950.000000	33.960731
1980.000000	34.478803
2010.000000	33.664958
2040.000000	35.817821
2070.000000	34.446916
2100.000000	34.619988
2130.000000	33.663171
2160.000000	33.287835
2190.000000	33.180496
2220.000000	35.458527
2250.000000	35.314435
2280.000000	33.587087
2310.000000	35.685354
2340.000000	35.052900
2370.000000	34.970539
2400.000000	35.971144
2430.000000	33.101075
2460.000000	34.272760
2490.000000	34.469951
2520.000000	34.750513
2550.000000	33.249809
2580.000000	34.980464
2610.000000	33.156916
2640.000000	34.670492
2670.000000	35.136076
2700.000000	34.463732
2730.000000	34.852802
2760.000000	33.641333
2790.000000	34.936976
2820.000000	34.141927
2850.000000	33.311139
2880.000000	34.132535
2910.000000	33.788582
2940.000000	33.723857
2970.000000	34.868772
3000.000000	34.568783
3030.000000	34.239713
3060.000000	33.653376
3090.000000	35.575661
3120.000000	35.583025
3150.000000	33.851817
3180.000000	34.846179
3210.000000	35.338469
3240.000000	35.864542
3270.000000	35.758810
3300.000000	33.000000
3330.000000	29.700000
3360.000000	26.400000
3390.000000	23.100000
3420.000000	19.800000
3450.000000	16.500000
3480.000000	13.200000
3510.000000	9.900000
3540.000000	6.600000
3570.000000	3.300000
3600.000000	0.000000
